created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2024-04-24T12:42:57+00:00,60,95.00000,71.00000,75.00000,,,,
2024-04-24T12:43:13+00:00,61,95.00000,70.00000,75.00000,,,,
2024-04-24T12:43:28+00:00,62,94.00000,72.00000,69.00000,,,,
2024-04-24T12:43:44+00:00,63,95.00000,70.00000,75.00000,,,,
2024-04-24T12:44:00+00:00,64,94.00000,73.00000,71.00000,,,,
2024-04-24T12:44:15+00:00,65,96.00000,75.00000,71.00000,,,,
2024-04-24T12:44:31+00:00,66,94.00000,75.00000,75.00000,,,,
2024-04-24T12:44:46+00:00,67,95.00000,73.00000,74.00000,,,,
2024-04-24T12:45:02+00:00,68,95.00000,74.00000,75.00000,,,,
2024-04-24T12:45:18+00:00,69,93.00000,73.00000,71.00000,,,,
2024-04-24T12:45:33+00:00,70,94.00000,71.00000,75.00000,,,,
2024-04-24T12:45:49+00:00,71,92.00000,70.00000,73.00000,,,,
2024-04-24T12:46:04+00:00,72,94.00000,70.00000,70.00000,,,,
2024-04-24T12:46:20+00:00,73,95.00000,74.00000,71.00000,,,,
2024-04-24T12:46:36+00:00,74,93.00000,70.00000,69.00000,,,,
2024-04-24T12:46:51+00:00,75,94.00000,74.00000,70.00000,,,,
2024-04-24T12:47:07+00:00,76,92.00000,73.00000,69.00000,,,,
2024-04-24T12:47:23+00:00,77,96.00000,70.00000,72.00000,,,,
2024-04-24T12:47:38+00:00,78,93.00000,72.00000,69.00000,,,,
2024-04-24T12:47:54+00:00,79,93.00000,73.00000,75.00000,,,,
2024-04-24T12:48:09+00:00,80,93.00000,71.00000,68.00000,,,,
2024-04-24T12:48:25+00:00,81,92.00000,74.00000,74.00000,,,,
2024-04-24T12:48:41+00:00,82,92.00000,73.00000,69.00000,,,,
2024-04-24T12:48:56+00:00,83,93.00000,70.00000,74.00000,,,,
2024-04-24T12:49:12+00:00,84,92.00000,72.00000,68.00000,,,,
2024-04-24T12:49:28+00:00,85,94.00000,71.00000,71.00000,,,,
2024-04-24T12:49:43+00:00,86,91.00000,74.00000,69.00000,,,,
2024-04-24T12:49:59+00:00,87,95.00000,71.00000,74.00000,,,,
2024-04-24T12:50:14+00:00,88,93.00000,74.00000,74.00000,,,,
2024-04-24T12:50:30+00:00,89,91.00000,74.00000,70.00000,,,,
2024-04-24T12:50:46+00:00,90,91.00000,70.00000,68.00000,,,,
2024-04-24T12:51:01+00:00,91,96.00000,72.00000,73.00000,,,,
2024-04-24T12:51:17+00:00,92,93.00000,71.00000,72.00000,,,,
2024-04-24T12:51:33+00:00,93,93.00000,70.00000,73.00000,,,,
2024-04-24T12:51:48+00:00,94,94.00000,71.00000,71.00000,,,,
2024-04-24T12:52:04+00:00,95,95.00000,71.00000,68.00000,,,,
2024-04-24T12:52:20+00:00,96,94.00000,70.00000,72.00000,,,,
2024-04-24T12:52:35+00:00,97,93.00000,72.00000,71.00000,,,,
2024-04-24T12:52:51+00:00,98,95.00000,74.00000,72.00000,,,,
2024-04-24T12:53:07+00:00,99,96.00000,72.00000,72.00000,,,,
2024-04-24T12:53:22+00:00,100,93.00000,75.00000,73.00000,,,,
2024-04-24T12:53:38+00:00,101,92.00000,74.00000,68.00000,,,,
2024-04-24T12:53:54+00:00,102,91.00000,70.00000,71.00000,,,,
2024-04-24T12:54:09+00:00,103,94.00000,71.00000,71.00000,,,,
2024-04-24T12:54:25+00:00,104,92.00000,71.00000,68.00000,,,,
2024-04-24T12:54:40+00:00,105,92.00000,74.00000,68.00000,,,,
2024-04-24T12:54:56+00:00,106,95.00000,70.00000,68.00000,,,,
2024-04-24T12:55:12+00:00,107,95.00000,71.00000,70.00000,,,,
2024-04-24T12:55:27+00:00,108,94.00000,71.00000,68.00000,,,,
2024-04-24T12:55:43+00:00,109,96.00000,69.00000,68.00000,,,,
2024-04-24T12:55:59+00:00,110,92.00000,73.00000,69.00000,,,,
2024-04-24T12:56:14+00:00,111,94.00000,74.00000,68.00000,,,,
2024-04-24T12:56:30+00:00,112,92.00000,73.00000,73.00000,,,,
2024-04-24T12:56:46+00:00,113,93.00000,70.00000,68.00000,,,,
2024-04-24T12:57:01+00:00,114,85.00000,72.00000,68.00000,,,,
2024-04-24T12:57:17+00:00,115,92.00000,73.00000,73.00000,,,,
2024-04-24T12:57:32+00:00,116,92.00000,74.00000,68.00000,,,,
2024-04-24T12:57:48+00:00,117,93.00000,71.00000,73.00000,,,,
2024-04-24T12:58:04+00:00,118,95.00000,69.00000,69.00000,,,,
2024-04-24T12:58:19+00:00,119,95.00000,65.00000,71.00000,,,,
2024-04-24T12:58:35+00:00,120,93.00000,72.00000,72.00000,,,,
2024-04-24T12:58:51+00:00,121,95.00000,74.00000,67.00000,,,,
2024-04-24T12:59:06+00:00,122,95.00000,74.00000,69.00000,,,,
2024-04-24T12:59:22+00:00,123,95.00000,71.00000,70.00000,,,,
2024-04-24T12:59:37+00:00,124,95.00000,72.00000,70.00000,,,,
2024-04-24T12:59:53+00:00,125,92.00000,70.00000,73.00000,,,,
2024-04-24T13:00:09+00:00,126,96.00000,69.00000,69.00000,,,,
2024-04-24T13:00:24+00:00,127,95.00000,69.00000,67.00000,,,,
2024-04-24T13:00:40+00:00,128,95.00000,74.00000,68.00000,,,,
2024-04-24T13:00:56+00:00,129,92.00000,73.00000,68.00000,,,,
2024-04-24T13:01:11+00:00,130,93.00000,71.00000,73.00000,,,,
2024-04-24T13:01:27+00:00,131,92.00000,74.00000,70.00000,,,,
2024-04-24T13:01:42+00:00,132,92.00000,73.00000,68.00000,,,,
2024-04-24T13:01:58+00:00,133,92.00000,72.00000,67.00000,,,,
2024-04-24T13:02:14+00:00,134,92.00000,73.00000,71.00000,,,,
2024-04-24T13:02:29+00:00,135,95.00000,69.00000,73.00000,,,,
2024-04-24T13:02:45+00:00,136,95.00000,72.00000,72.00000,,,,
2024-04-24T13:03:01+00:00,137,92.00000,70.00000,69.00000,,,,
2024-04-24T13:03:16+00:00,138,93.00000,73.00000,71.00000,,,,
2024-04-24T13:03:32+00:00,139,95.00000,70.00000,69.00000,,,,
2024-04-24T13:03:48+00:00,140,95.00000,71.00000,67.00000,,,,
2024-04-24T13:04:03+00:00,141,95.00000,71.00000,68.00000,,,,
2024-04-24T13:04:19+00:00,142,95.00000,70.00000,70.00000,,,,
2024-04-24T13:04:34+00:00,143,93.00000,71.00000,69.00000,,,,
2024-04-24T13:04:50+00:00,144,92.00000,74.00000,67.00000,,,,
2024-04-24T13:05:06+00:00,145,95.00000,73.00000,68.00000,,,,
2024-04-24T13:05:21+00:00,146,94.00000,71.00000,70.00000,,,,
2024-04-24T13:05:37+00:00,147,94.00000,73.00000,67.00000,,,,
2024-04-24T13:05:53+00:00,148,94.00000,74.00000,65.00000,,,,
2024-04-24T13:06:08+00:00,149,95.00000,70.00000,71.00000,,,,
2024-04-24T13:06:24+00:00,150,94.00000,73.00000,70.00000,,,,
2024-04-24T13:06:40+00:00,151,94.00000,72.00000,68.00000,,,,
2024-04-24T13:06:56+00:00,152,96.00000,69.00000,68.00000,,,,
2024-04-24T13:07:11+00:00,153,95.00000,70.00000,72.00000,,,,
2024-04-24T13:07:27+00:00,154,94.00000,73.00000,68.00000,,,,
2024-04-24T13:07:42+00:00,155,95.00000,70.00000,69.00000,,,,
2024-04-24T13:07:58+00:00,156,92.00000,70.00000,69.00000,,,,
2024-04-24T13:08:14+00:00,157,92.00000,70.00000,70.00000,,,,
2024-04-24T13:08:29+00:00,158,95.00000,70.00000,71.00000,,,,
2024-04-24T13:08:45+00:00,159,91.00000,73.00000,68.00000,,,,
2024-04-24T13:09:01+00:00,160,93.00000,73.00000,67.00000,,,,
2024-04-24T13:09:16+00:00,161,93.00000,70.00000,72.00000,,,,
2024-04-24T13:09:32+00:00,162,93.00000,70.00000,70.00000,,,,
2024-04-24T13:09:48+00:00,163,93.00000,69.00000,64.00000,,,,
2024-04-24T13:10:03+00:00,164,92.00000,71.00000,73.00000,,,,
2024-04-24T13:10:19+00:00,165,92.00000,73.00000,69.00000,,,,
2024-04-24T13:10:34+00:00,166,92.00000,73.00000,71.00000,,,,
2024-04-24T13:10:50+00:00,167,93.00000,74.00000,71.00000,,,,
2024-04-24T13:11:06+00:00,168,94.00000,75.00000,72.00000,,,,
2024-04-24T13:11:21+00:00,169,92.00000,69.00000,69.00000,,,,
2024-04-24T13:11:37+00:00,170,91.00000,69.00000,68.00000,,,,
2024-04-24T13:11:52+00:00,171,96.00000,70.00000,69.00000,,,,
2024-04-24T13:12:08+00:00,172,96.00000,72.00000,67.00000,,,,
2024-04-24T13:12:24+00:00,173,94.00000,70.00000,71.00000,,,,
2024-04-24T13:12:39+00:00,174,95.00000,69.00000,69.00000,,,,
2024-04-24T13:12:55+00:00,175,91.00000,73.00000,69.00000,,,,
2024-04-24T13:13:11+00:00,176,95.00000,70.00000,67.00000,,,,
2024-04-24T13:13:26+00:00,177,96.00000,74.00000,67.00000,,,,
2024-04-24T13:13:42+00:00,178,95.00000,74.00000,67.00000,,,,
2024-04-24T13:13:57+00:00,179,96.00000,69.00000,67.00000,,,,
2024-04-24T13:14:13+00:00,180,96.00000,72.00000,71.00000,,,,
2024-04-24T13:14:29+00:00,181,93.00000,73.00000,71.00000,,,,
2024-04-24T13:14:44+00:00,182,92.00000,73.00000,68.00000,,,,
2024-04-24T13:15:00+00:00,183,92.00000,71.00000,67.00000,,,,
2024-04-24T13:15:16+00:00,184,95.00000,73.00000,70.00000,,,,
2024-04-24T13:15:31+00:00,185,92.00000,69.00000,71.00000,,,,
2024-04-24T13:15:47+00:00,186,91.00000,72.00000,69.00000,,,,
2024-04-24T13:16:02+00:00,187,95.00000,72.00000,69.00000,,,,
2024-04-24T13:16:18+00:00,188,95.00000,70.00000,67.00000,,,,
2024-04-24T13:16:34+00:00,189,91.00000,70.00000,67.00000,,,,
2024-04-24T13:16:49+00:00,190,93.00000,69.00000,72.00000,,,,
2024-04-24T13:17:05+00:00,191,93.00000,73.00000,67.00000,,,,
2024-04-24T13:17:21+00:00,192,92.00000,73.00000,70.00000,,,,
2024-04-24T13:17:36+00:00,193,96.00000,70.00000,70.00000,,,,
2024-04-24T13:17:52+00:00,194,92.00000,70.00000,69.00000,,,,
2024-04-24T13:18:08+00:00,195,92.00000,69.00000,70.00000,,,,
2024-04-24T13:18:23+00:00,196,92.00000,70.00000,71.00000,,,,
2024-04-24T13:18:39+00:00,197,95.00000,74.00000,71.00000,,,,
2024-04-24T13:18:54+00:00,198,93.00000,70.00000,66.00000,,,,
2024-04-24T13:19:10+00:00,199,95.00000,70.00000,71.00000,,,,
2024-04-24T13:19:25+00:00,200,91.00000,71.00000,68.00000,,,,
2024-04-24T13:19:41+00:00,201,93.00000,74.00000,71.00000,,,,
2024-04-24T13:19:57+00:00,202,92.00000,69.00000,67.00000,,,,
2024-04-24T13:20:12+00:00,203,93.00000,72.00000,66.00000,,,,
2024-04-24T13:20:28+00:00,204,92.00000,71.00000,66.00000,,,,
2024-04-24T13:20:44+00:00,205,91.00000,71.00000,69.00000,,,,
2024-04-24T13:20:59+00:00,206,94.00000,70.00000,66.00000,,,,
2024-04-24T13:21:15+00:00,207,90.00000,71.00000,68.00000,,,,
2024-04-24T13:21:30+00:00,208,89.00000,73.00000,70.00000,,,,
2024-04-24T13:21:46+00:00,209,92.00000,69.00000,72.00000,,,,
2024-04-24T13:22:02+00:00,210,95.00000,75.00000,69.00000,,,,
2024-04-24T13:22:17+00:00,211,92.00000,71.00000,67.00000,,,,
2024-04-24T13:22:33+00:00,212,93.00000,69.00000,72.00000,,,,
2024-04-24T13:22:49+00:00,213,94.00000,74.00000,65.00000,,,,
2024-04-24T13:23:04+00:00,214,92.00000,69.00000,68.00000,,,,
2024-04-24T13:23:20+00:00,215,93.00000,72.00000,68.00000,,,,
2024-04-24T13:23:36+00:00,216,95.00000,71.00000,67.00000,,,,
2024-04-24T13:23:51+00:00,217,91.00000,69.00000,65.00000,,,,
2024-04-24T13:24:07+00:00,218,91.00000,71.00000,71.00000,,,,
2024-04-24T13:24:22+00:00,219,95.00000,71.00000,71.00000,,,,
2024-04-24T13:24:38+00:00,220,95.00000,71.00000,67.00000,,,,
2024-04-24T13:24:54+00:00,221,93.00000,73.00000,69.00000,,,,
2024-04-24T13:25:09+00:00,222,94.00000,73.00000,67.00000,,,,
2024-04-24T13:25:25+00:00,223,93.00000,73.00000,71.00000,,,,
2024-04-24T13:25:40+00:00,224,92.00000,73.00000,71.00000,,,,
2024-04-24T13:25:56+00:00,225,92.00000,69.00000,67.00000,,,,
2024-04-24T13:26:12+00:00,226,94.00000,71.00000,68.00000,,,,
2024-04-24T13:26:27+00:00,227,92.00000,71.00000,68.00000,,,,
2024-04-24T13:26:43+00:00,228,95.00000,73.00000,69.00000,,,,
2024-04-24T13:26:58+00:00,229,91.00000,71.00000,65.00000,,,,
2024-04-24T13:27:14+00:00,230,92.00000,73.00000,65.00000,,,,
2024-04-24T13:27:30+00:00,231,93.00000,74.00000,67.00000,,,,
2024-04-24T13:27:45+00:00,232,92.00000,71.00000,66.00000,,,,
2024-04-24T13:28:01+00:00,233,95.00000,70.00000,67.00000,,,,
2024-04-24T13:28:17+00:00,234,93.00000,71.00000,66.00000,,,,
2024-04-24T13:28:32+00:00,235,93.00000,71.00000,70.00000,,,,
2024-04-24T13:28:48+00:00,236,95.00000,72.00000,69.00000,,,,
2024-04-24T13:29:03+00:00,237,92.00000,74.00000,70.00000,,,,
2024-04-24T13:29:19+00:00,238,92.00000,72.00000,72.00000,,,,
2024-04-24T13:29:35+00:00,239,92.00000,68.00000,65.00000,,,,
2024-04-24T13:29:50+00:00,240,91.00000,70.00000,71.00000,,,,
2024-04-24T13:30:06+00:00,241,96.00000,73.00000,67.00000,,,,
2024-04-24T13:30:22+00:00,242,95.00000,71.00000,66.00000,,,,
2024-04-24T13:30:37+00:00,243,92.00000,73.00000,71.00000,,,,
2024-04-24T13:30:53+00:00,244,95.00000,70.00000,66.00000,,,,
2024-04-24T13:31:08+00:00,245,93.00000,70.00000,66.00000,,,,
2024-04-24T13:31:24+00:00,246,95.00000,70.00000,70.00000,,,,
2024-04-24T13:31:40+00:00,247,91.00000,68.00000,69.00000,,,,
2024-04-24T13:31:55+00:00,248,92.00000,73.00000,67.00000,,,,
2024-04-24T13:32:11+00:00,249,92.00000,72.00000,66.00000,,,,
2024-04-24T13:32:27+00:00,250,95.00000,72.00000,69.00000,,,,
2024-04-24T13:32:42+00:00,251,94.00000,70.00000,71.00000,,,,
2024-04-24T13:32:58+00:00,252,92.00000,74.00000,66.00000,,,,
2024-04-24T13:33:13+00:00,253,92.00000,73.00000,65.00000,,,,
2024-04-24T13:33:29+00:00,254,94.00000,70.00000,65.00000,,,,
2024-04-24T13:33:45+00:00,255,96.00000,69.00000,71.00000,,,,
2024-04-24T13:34:00+00:00,256,95.00000,73.00000,67.00000,,,,
2024-04-24T13:34:16+00:00,257,89.00000,71.00000,67.00000,,,,
2024-04-24T13:34:32+00:00,258,95.00000,72.00000,71.00000,,,,
2024-04-24T13:34:47+00:00,259,95.00000,72.00000,70.00000,,,,
2024-04-24T13:35:03+00:00,260,93.00000,69.00000,70.00000,,,,
2024-04-24T13:35:19+00:00,261,91.00000,72.00000,68.00000,,,,
2024-04-24T13:35:34+00:00,262,95.00000,70.00000,69.00000,,,,
2024-04-24T13:35:50+00:00,263,95.00000,74.00000,71.00000,,,,
2024-04-24T13:36:06+00:00,264,96.00000,72.00000,65.00000,,,,
2024-04-24T13:36:21+00:00,265,91.00000,70.00000,68.00000,,,,
2024-04-24T13:36:37+00:00,266,92.00000,73.00000,69.00000,,,,
2024-04-24T13:36:53+00:00,267,88.00000,73.00000,69.00000,,,,
2024-04-24T13:37:08+00:00,268,93.00000,73.00000,69.00000,,,,
2024-04-24T13:37:24+00:00,269,91.00000,72.00000,65.00000,,,,
2024-04-24T13:37:40+00:00,270,91.00000,70.00000,67.00000,,,,
2024-04-24T13:37:55+00:00,271,95.00000,74.00000,66.00000,,,,
2024-04-24T13:38:11+00:00,272,93.00000,73.00000,71.00000,,,,
2024-04-24T13:38:26+00:00,273,91.00000,72.00000,71.00000,,,,
2024-04-24T13:38:42+00:00,274,95.00000,73.00000,66.00000,,,,
2024-04-24T13:38:58+00:00,275,93.00000,70.00000,69.00000,,,,
2024-04-24T13:39:13+00:00,276,95.00000,74.00000,70.00000,,,,
2024-04-24T13:39:29+00:00,277,100.00000,68.00000,68.00000,,,,
2024-04-24T13:39:44+00:00,278,93.00000,71.00000,70.00000,,,,
2024-04-24T13:40:00+00:00,279,94.00000,71.00000,68.00000,,,,
2024-04-24T13:40:16+00:00,280,93.00000,74.00000,68.00000,,,,
2024-04-24T13:40:32+00:00,281,94.00000,70.00000,69.00000,,,,
2024-04-24T13:40:47+00:00,282,92.00000,69.00000,65.00000,,,,
2024-04-24T13:41:03+00:00,283,96.00000,70.00000,70.00000,,,,
2024-04-24T13:41:18+00:00,284,92.00000,73.00000,69.00000,,,,
2024-04-24T13:41:34+00:00,285,95.00000,69.00000,65.00000,,,,
2024-04-24T13:41:50+00:00,286,96.00000,74.00000,70.00000,,,,
2024-04-24T13:42:05+00:00,287,94.00000,74.00000,70.00000,,,,
2024-04-24T13:42:21+00:00,288,94.00000,72.00000,68.00000,,,,
2024-04-24T13:42:37+00:00,289,92.00000,71.00000,68.00000,,,,
2024-04-24T13:42:52+00:00,290,90.00000,69.00000,66.00000,,,,
2024-04-24T13:43:08+00:00,291,95.00000,69.00000,66.00000,,,,
2024-04-24T13:43:24+00:00,292,94.00000,72.00000,69.00000,,,,
2024-04-24T13:43:39+00:00,293,92.00000,73.00000,68.00000,,,,
2024-04-24T13:43:55+00:00,294,91.00000,71.00000,67.00000,,,,
2024-04-24T13:44:10+00:00,295,93.00000,73.00000,65.00000,,,,
2024-04-24T13:44:26+00:00,296,90.00000,71.00000,71.00000,,,,
2024-04-24T13:44:42+00:00,297,91.00000,73.00000,70.00000,,,,
2024-04-24T13:44:57+00:00,298,95.00000,70.00000,67.00000,,,,
2024-04-24T13:45:13+00:00,299,95.00000,69.00000,65.00000,,,,
2024-04-24T13:45:28+00:00,300,94.00000,71.00000,70.00000,,,,
2024-04-24T13:45:44+00:00,301,93.00000,70.00000,67.00000,,,,
2024-04-24T13:46:00+00:00,302,92.00000,70.00000,70.00000,,,,
2024-04-24T13:46:15+00:00,303,92.00000,72.00000,67.00000,,,,
2024-04-24T13:46:31+00:00,304,94.00000,73.00000,67.00000,,,,
2024-04-24T13:46:46+00:00,305,92.00000,73.00000,70.00000,,,,
2024-04-24T13:47:02+00:00,306,91.00000,72.00000,65.00000,,,,
2024-04-24T13:47:18+00:00,307,95.00000,72.00000,68.00000,,,,
2024-04-24T13:47:33+00:00,308,96.00000,71.00000,71.00000,,,,
2024-04-24T13:47:49+00:00,309,92.00000,69.00000,70.00000,,,,
2024-04-24T13:48:04+00:00,310,95.00000,69.00000,68.00000,,,,
2024-04-24T13:48:20+00:00,311,95.00000,69.00000,69.00000,,,,
2024-04-24T13:48:36+00:00,312,91.00000,68.00000,65.00000,,,,
2024-04-24T13:48:52+00:00,313,93.00000,73.00000,67.00000,,,,
2024-04-24T13:49:07+00:00,314,99.00000,69.00000,69.00000,,,,
2024-04-24T13:49:23+00:00,315,92.00000,72.00000,67.00000,,,,
2024-04-24T13:49:38+00:00,316,95.00000,69.00000,70.00000,,,,
2024-04-24T13:49:54+00:00,317,95.00000,69.00000,67.00000,,,,
2024-04-24T13:50:10+00:00,318,93.00000,69.00000,73.00000,,,,
2024-04-24T13:50:26+00:00,319,91.00000,70.00000,65.00000,,,,
2024-04-24T13:50:41+00:00,320,92.00000,68.00000,65.00000,,,,
2024-04-24T13:50:57+00:00,321,93.00000,73.00000,65.00000,,,,
2024-04-24T13:51:12+00:00,322,93.00000,72.00000,67.00000,,,,
2024-04-24T13:51:28+00:00,323,94.00000,70.00000,70.00000,,,,
2024-04-24T13:51:44+00:00,324,95.00000,73.00000,70.00000,,,,
2024-04-24T13:51:59+00:00,325,94.00000,69.00000,68.00000,,,,
2024-04-24T13:52:15+00:00,326,95.00000,74.00000,69.00000,,,,
2024-04-24T13:52:31+00:00,327,91.00000,73.00000,68.00000,,,,
2024-04-24T13:52:46+00:00,328,92.00000,74.00000,67.00000,,,,
2024-04-24T13:53:02+00:00,329,93.00000,72.00000,66.00000,,,,
2024-04-24T13:53:18+00:00,330,93.00000,75.00000,66.00000,,,,
2024-04-24T13:53:33+00:00,331,93.00000,73.00000,65.00000,,,,
2024-04-24T13:53:49+00:00,332,92.00000,69.00000,66.00000,,,,
2024-04-24T13:54:05+00:00,333,93.00000,72.00000,65.00000,,,,
2024-04-24T13:54:20+00:00,334,92.00000,72.00000,67.00000,,,,
2024-04-24T13:54:36+00:00,335,92.00000,70.00000,66.00000,,,,
2024-04-24T13:54:51+00:00,336,92.00000,74.00000,70.00000,,,,
2024-04-24T13:55:07+00:00,337,95.00000,68.00000,67.00000,,,,
2024-04-24T13:55:23+00:00,338,93.00000,73.00000,65.00000,,,,
2024-04-24T13:55:38+00:00,339,92.00000,73.00000,69.00000,,,,
2024-04-24T13:55:54+00:00,340,92.00000,73.00000,67.00000,,,,
2024-04-24T13:56:10+00:00,341,94.00000,70.00000,66.00000,,,,
2024-04-24T13:56:25+00:00,342,95.00000,74.00000,64.00000,,,,
2024-04-24T13:56:41+00:00,343,96.00000,72.00000,69.00000,,,,
2024-04-24T13:56:56+00:00,344,95.00000,69.00000,66.00000,,,,
2024-04-24T13:57:12+00:00,345,93.00000,73.00000,69.00000,,,,
2024-04-24T13:57:28+00:00,346,95.00000,73.00000,69.00000,,,,
2024-04-24T13:57:43+00:00,347,93.00000,71.00000,67.00000,,,,
2024-04-24T13:57:59+00:00,348,92.00000,70.00000,70.00000,,,,
2024-04-24T13:58:15+00:00,349,93.00000,73.00000,70.00000,,,,
2024-04-24T13:58:30+00:00,350,92.00000,73.00000,67.00000,,,,
2024-04-24T13:58:46+00:00,351,94.00000,69.00000,69.00000,,,,
2024-04-24T13:59:02+00:00,352,91.00000,73.00000,77.00000,,,,
2024-04-24T13:59:17+00:00,353,91.00000,73.00000,66.00000,,,,
2024-04-24T13:59:33+00:00,354,95.00000,72.00000,64.00000,,,,
2024-04-24T13:59:48+00:00,355,92.00000,69.00000,69.00000,,,,
2024-04-24T14:00:04+00:00,356,93.00000,73.00000,65.00000,,,,
2024-04-24T14:00:20+00:00,357,94.00000,70.00000,67.00000,,,,
2024-04-24T14:00:36+00:00,358,93.00000,72.00000,70.00000,,,,
2024-04-24T14:00:51+00:00,359,93.00000,70.00000,69.00000,,,,
2024-04-24T14:01:07+00:00,360,96.00000,71.00000,67.00000,,,,
2024-04-24T14:01:22+00:00,361,94.00000,69.00000,69.00000,,,,
2024-04-24T14:01:38+00:00,362,95.00000,72.00000,69.00000,,,,
2024-04-24T14:01:54+00:00,363,93.00000,69.00000,67.00000,,,,
2024-04-24T14:02:09+00:00,364,95.00000,70.00000,68.00000,,,,
2024-04-24T14:02:25+00:00,365,85.00000,69.00000,66.00000,,,,
2024-04-24T14:02:41+00:00,366,91.00000,73.00000,70.00000,,,,
